time,open,high,low,close,Volume,Volume MA,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,WMA,%K,%D
2012-01-27T10:00:00+02:00,5794.9399,5794.9399,5728.96,5733.4502,NaN,NaN,5548.2756349601195,NaN,NaN,NaN,NaN,NaN,5763.0725,5604.3144247058835,81.61305914139409,85.77585822079187
2012-01-30T10:00:00+02:00,5733.25,5733.25,5651.5601,5671.0898,NaN,NaN,5548.2756349601195,NaN,NaN,NaN,NaN,NaN,5697.287474999999,5610.126526745099,70.18691746544998,84.47210847800675
2012-01-31T10:00:00+02:00,5671.1401,5730.3198,5671.1401,5681.6099,NaN,NaN,5548.2756349601195,NaN,NaN,NaN,NaN,NaN,5688.5524749999995,5616.224068156865,62.67612290936938,82.55997123834695
2012-02-01T10:00:00+02:00,5681.6499,5790.7202,5680.6699,5790.7202,NaN,NaN,5548.2756349601195,NaN,NaN,NaN,NaN,NaN,5735.94005,5626.39772345098,67.7606086449122,81.09941814597742
2012-02-02T10:00:00+02:00,5790.73,5809.8198,5765.7202,5796.0698,NaN,NaN,5571.787144528101,NaN,NaN,NaN,NaN,NaN,5790.58495,5636.4456530196085,67.376330567134,79.2973044865328
2012-02-03T10:00:00+02:00,5796.0601,5901.0698,5784.23,5901.0698,NaN,NaN,5613.213390075291,NaN,NaN,NaN,NaN,NaN,5845.607425,5650.161449490196,73.91073516339057,77.8842626628552
2012-02-06T10:00:00+02:00,5901.04,5901.04,5863.5498,5892.2002,NaN,NaN,5664.5460410677615,NaN,NaN,NaN,NaN,NaN,5889.4574999999995,5662.984908705881,85.34253356113523,77.2103194851617
2012-02-07T10:00:00+02:00,5891.96,5906.6499,5850.4902,5890.2598,NaN,NaN,5665.748166960985,NaN,NaN,NaN,NaN,NaN,5884.839975,5675.142140156864,95.24562935849293,77.63346554839057
2012-02-08T10:00:00+02:00,5890.2798,5916.2002,5871.3301,5875.9302,NaN,NaN,5688.764425264887,NaN,NaN,NaN,NaN,NaN,5888.435074999999,5686.139238274511,93.59549109399663,78.34564541164347
2012-02-09T10:00:00+02:00,5875.7998,5916.3101,5870.5498,5895.4702,NaN,NaN,5695.201207738398,NaN,NaN,NaN,NaN,NaN,5889.532475,5697.344744,93.39652915590773,79.11039570611824
2012-02-10T10:00:00+02:00,5895.3599,5895.3599,5839.8501,5852.3901,NaN,NaN,5695.201207738398,NaN,NaN,NaN,NaN,NaN,5870.740000000001,5706.40380627451,88.5678228291844,79.80587207489728
2012-02-13T10:00:00+02:00,5852.54,5920.0898,5852.54,5905.7002,NaN,NaN,5695.201207738398,NaN,NaN,NaN,NaN,NaN,5882.7175,5717.149233176471,88.1968293234373,81.60686326069602
2012-02-14T10:00:00+02:00,5905.5098,5920.6099,5877.21,5899.8701,NaN,NaN,5709.586623591292,NaN,NaN,NaN,NaN,NaN,5900.79995,5727.352083372548,87.94016767642128,84.13326773740121
2012-02-15T10:00:00+02:00,5899.9302,5923.7798,5880.6201,5892.1602,NaN,NaN,5718.861046232163,NaN,NaN,NaN,NaN,NaN,5899.122574999999,5736.930600000001,88.66045203478501,86.22325207638849
2012-02-16T10:00:00+02:00,5892.3599,5892.3599,5829.3799,5885.3799,NaN,NaN,5718.861046232163,NaN,NaN,NaN,NaN,NaN,5874.8699,5745.97665764706,87.41351658982781,88.22697067865786
2012-02-17T10:00:00+02:00,5885.46,5923.6201,5885.46,5905.0698,NaN,NaN,5727.558877948051,NaN,NaN,NaN,NaN,NaN,5899.902475,5755.545911450981,90.76106219636345,89.91200338195515
