time,open,high,low,close,Volume,Volume MA,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,WMA,%K,%D,K-D
2012-01-04T02:00:00+02:00,8549.54,8581.4502,8547.7002,8560.1104,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8559.7002,8495.402057568626,47.60000334441929,31.801266113491334,15.798737230927959
2012-01-05T02:00:00+02:00,8515.6602,8519.1602,8481.8301,8488.71,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8501.340124999999,8492.614810666666,54.24453029011183,33.66007804652817,20.584452243583662
2012-01-06T02:00:00+02:00,8488.9805,8488.9805,8349.3301,8390.3496,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8429.410174999999,8486.122011137255,54.61584350917178,36.679365696605714,17.936477812566068
2012-01-10T02:00:00+02:00,8422.9902,8450.5898,8405.1797,8422.2598,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8425.254875,8481.10689788235,58.14470003752052,40.52165552468931,17.623044512831214
2012-01-11T02:00:00+02:00,8440.96,8463.7197,8426.0303,8447.8799,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8444.647475,8477.427255764704,60.57805723239527,44.57064523806152,16.007411994333744
2012-01-12T02:00:00+02:00,8423.0996,8426.8301,8360.3301,8385.5898,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8398.9624,8471.551476156863,47.848816711642435,46.70758738439154,1.1412293272508975
2012-01-13T02:00:00+02:00,8471.0996,8509.7598,8458.6797,8500.0195,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8484.889650000001,8470.447747450979,47.34834738980741,48.163121815515076,-0.8147744257076681
2012-01-16T02:00:00+02:00,8409.79,8409.79,8352.2305,8378.3604,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8387.542725,8464.907599529412,43.50013011852951,48.78781691827901,-5.287686799749501
2012-01-17T02:00:00+02:00,8420.1201,8475.6602,8413.2197,8466.4004,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8443.8501,8463.34714517647,44.61469439514262,49.727125802205734,-5.112431407063113
2012-01-18T02:00:00+02:00,8458.29,8595.7803,8446.0898,8550.5801,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8512.68505,8465.49725882353,49.84220521506027,50.833732824380114,-0.9915276093198457
2012-01-19T02:00:00+02:00,8596.6797,8668.9404,8596.6797,8639.6797,NaN,NaN,NaN,NaN,NaN,8664.11499058585,NaN,NaN,8625.494875,8471.364956313726,62.96484275750181,52.37021676568837,10.594625991813444
2012-01-20T02:00:00+02:00,8751.1797,8791.3896,8725.3203,8766.3604,NaN,NaN,8428.084326990085,8428.084326990085,8428.084326990085,NaN,NaN,NaN,8758.5625,8482.201104941176,68.37721912052078,53.78348564872927,14.59373347179151
2012-01-23T02:00:00+02:00,8753.9102,8795.2695,8744.54,8765.9004,NaN,NaN,8457.442339291078,NaN,NaN,NaN,NaN,NaN,8764.905025,8493.046696705882,83.26961146029704,56.64886244384179,26.62074901645525
2012-01-24T02:00:00+02:00,8815.3604,8825.0898,8768.5098,8785.3301,NaN,NaN,8497.82681036197,NaN,NaN,NaN,NaN,NaN,8798.572525,8504.65517035294,90.78086856155953,59.91247929624568,30.86838926531385
2012-01-25T02:00:00+02:00,8842.0098,8911.6201,8816.0898,8883.6904,NaN,NaN,8556.892259325772,NaN,NaN,NaN,NaN,NaN,8863.352525,8520.019090823529,93.19993391540844,63.174666964547,30.025266950861436
2012-01-26T02:00:00+02:00,8890.4902,8894.5996,8834.9297,8849.4697,NaN,NaN,8570.597258393196,NaN,NaN,NaN,NaN,NaN,8867.3723,8533.94043482353,92.72035894882896,67.66182118826565,25.05853776056331
2012-01-27T02:00:00+02:00,8851.0195,8886.0195,8810.8896,8841.2197,NaN,NaN,8570.597258393196,NaN,NaN,NaN,NaN,NaN,8847.287075,8547.26478282353,91.29031385890713,72.05601783517562,19.234296023731503
2012-01-30T02:00:00+02:00,8803.79,8832.4805,8774.2305,8793.0498,NaN,NaN,8570.597258393196,NaN,NaN,NaN,NaN,NaN,8800.8877,8558.44384062745,88.36821844935818,76.5428266682585,11.825391781099682
2012-01-31T02:00:00+02:00,8781.4404,8836.6797,8776.6504,8802.5098,NaN,NaN,8570.597258393196,NaN,NaN,NaN,NaN,NaN,8799.320075,8569.845369333334,86.13858929399024,80.69521615814325,5.443373135846983
2012-02-01T02:00:00+02:00,8789.0596,8830.2803,8780.0996,8809.79,NaN,NaN,8570.597258393196,NaN,NaN,NaN,NaN,NaN,8802.307375,8581.328019529412,83.49125846173862,84.06012148281108,-0.5688630210724597
2012-02-02T02:00:00+02:00,8865.2803,8893.2197,8849.25,8876.8203,NaN,NaN,8614.928771773099,NaN,NaN,NaN,NaN,NaN,8871.142575,8595.167442431373,84.45766957412151,86.20940416447306,-1.7517345903515462
2012-02-03T02:00:00+02:00,8849.1699,8877.5703,8825.9805,8831.9297,NaN,NaN,8614.928771773099,NaN,NaN,NaN,NaN,NaN,8846.1626,8606.934927764705,83.77686660093607,87.7493689125146,-3.9725023115785234
2012-02-06T02:00:00+02:00,8939.9902,8949.3203,8916.9404,8929.2002,NaN,NaN,8676.37600063621,NaN,NaN,NaN,NaN,NaN,8933.862775,8622.158495843136,87.21650343959719,88.1440581104446,-0.9275546708474138
2012-02-07T02:00:00+02:00,8904.1602,8928.4404,8887.1904,8917.5195,NaN,NaN,8676.37600063621,NaN,NaN,NaN,NaN,NaN,8909.327625,8636.468365333334,89.31397068780397,87.99736832306904,1.3166023647349334
2012-02-08T02:00:00+02:00,8971.8799,9015.5898,8956.7803,9015.5898,NaN,NaN,8737.45029101533,NaN,NaN,NaN,NaN,NaN,8989.95995,8654.151360862747,92.9547283994239,87.97284777147058,4.981880627953316
2012-02-09T02:00:00+02:00,8996.1299,9018.4902,8942.8701,9002.2402,NaN,NaN,8737.45029101533,NaN,NaN,NaN,NaN,NaN,8989.9326,8670.643854745098,93.0125875765705,88.00207063424475,5.010516942325751
2012-02-10T02:00:00+02:00,9010.5303,9016.9697,8947.1699,8947.1699,NaN,NaN,8739.23727822242,NaN,NaN,NaN,NaN,NaN,8980.45995,8684.316156156861,90.50436277126116,87.92347552548014,2.580887245781014
2012-02-13T02:00:00+02:00,8954.0303,9023.5,8948.54,8999.1797,NaN,NaN,8744.571700400176,NaN,NaN,NaN,NaN,NaN,8981.3125,8699.51066172549,89.35267453919201,88.02192113446354,1.330753404728469
2012-02-14T02:00:00+02:00,8978.7197,9072.0801,8972.7402,9052.0703,NaN,NaN,8775.304710360158,NaN,NaN,NaN,NaN,NaN,9018.902575,8716.370399137255,89.81263814402692,88.38932601946719,1.4233121245597289
2012-02-15T02:00:00+02:00,9108.8398,9314.3701,9107.6797,9260.3398,NaN,NaN,8909.940064324142,NaN,NaN,NaN,NaN,NaN,9197.807350000001,8740.913285647059,87.81203311525286,88.82140348481862,-1.009370369565758
2012-02-16T02:00:00+02:00,9232.3799,9308.9297,9214.2305,9238.0996,NaN,NaN,8962.193987891727,NaN,NaN,NaN,NaN,NaN,9248.409925,8764.06403890196,86.17427687250274,88.99306421465675,-2.8187873421540104
2012-02-17T02:00:00+02:00,9371.1201,9435.0303,9369.25,9384.1699,NaN,NaN,9073.613439102553,NaN,NaN,NaN,NaN,NaN,9389.892575,8792.476882666666,90.3353314380391,89.64891069836706,0.6864207396720445
2012-02-20T02:00:00+02:00,9534.0303,9549.3096,9462.6699,9485.0898,NaN,NaN,9160.7738001923,NaN,NaN,NaN,NaN,NaN,9507.7749,8824.307613176468,90.61689732843355,89.9889500872507,0.6279472411828522
