time,open,high,low,close,Volume,Volume MA,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,WMA,%K,%D,K-D
2012-01-02T09:00:00+02:00,513.1457,517.11941,510.29398,513.40961,NaN,NaN,NaN,NaN,NaN,545.213517710991,NaN,NaN,513.492175,528.7164986509804,34.271655171795175,26.807422336520165,7.464232835275009
2012-01-03T09:00:00+02:00,516.45211,528.5907,513.40961,528.5907,NaN,NaN,NaN,NaN,NaN,545.213517710991,NaN,NaN,521.7607800000001,528.3599784784313,45.866894964462254,29.386852484838396,16.480042479623858
2012-01-04T09:00:00+02:00,527.48238,529.5673,512.58691,515.32559,NaN,NaN,NaN,NaN,NaN,545.213517710991,NaN,NaN,521.240545,527.5071437333331,48.115666212432856,32.49016146095888,15.625504751473976
2012-01-05T09:00:00+02:00,516.4023,516.61602,507.53949,512.04578,NaN,NaN,NaN,NaN,NaN,545.213517710991,NaN,NaN,513.1508975,526.5669421725491,44.27956010943147,35.186193745007515,9.093366364423957
2012-01-06T09:00:00+02:00,511.83121,514.74512,500.07031,501.82531,NaN,NaN,NaN,NaN,NaN,542.3787866336813,NaN,NaN,507.1179875,525.2655833019608,40.13188064333913,37.19247579918484,2.9394048441542893
2012-01-09T09:00:00+02:00,504.97762,505.62289,492.63301,498.3698,NaN,NaN,NaN,NaN,NaN,534.4988784703131,NaN,NaN,500.40083,523.8765249019609,36.88091121554963,38.130870718208165,-1.249959502658534
2012-01-10T09:00:00+02:00,503.25148,510.92379,498.3698,507.8184,NaN,NaN,NaN,NaN,NaN,534.4988784703131,NaN,NaN,505.09086749999994,522.9021797725491,25.103833600141293,37.65842444376912,-12.554590843627828
2012-01-11T09:00:00+02:00,507.67328,515.2443,504.99738,514.10441,NaN,NaN,NaN,NaN,NaN,534.4988784703131,NaN,NaN,510.5048425,522.2201093019609,29.022969775852296,37.48437834283755,-8.461408566985256
2012-01-12T09:00:00+02:00,516.31512,524.89879,514.10441,521.5427,NaN,NaN,NaN,NaN,NaN,534.4988784703131,NaN,NaN,519.215255,521.8739083843137,39.80083086594272,37.905557814368265,1.8952730515744562
2012-01-13T09:00:00+02:00,525.29219,527.92602,511.48199,515.6168,NaN,NaN,NaN,NaN,NaN,534.4988784703131,NaN,NaN,520.07925,521.3259639294117,51.05665223292493,39.45308547918717,11.60356675373776
2012-01-16T09:00:00+02:00,517.12141,528.02559,514.84359,527.9716,NaN,NaN,NaN,NaN,NaN,534.4988784703131,NaN,NaN,521.9905474999999,521.2883241019607,67.086092625579,42.734529224565556,24.351563401013443
2012-01-17T09:00:00+02:00,533.64629,538.48629,527.9716,535.29301,NaN,NaN,497.1204032766784,497.1204032766784,497.1204032766784,NaN,NaN,NaN,533.8492974999999,521.5607337803923,77.47034512575019,45.89487424069435,31.575470885055836
2012-01-18T09:00:00+02:00,534.66609,543.98762,531.51102,543.84762,NaN,NaN,501.5086524490105,NaN,NaN,NaN,NaN,NaN,538.5030875,522.1920965490197,85.78901152028922,49.66220877147999,36.12680274880923
2012-01-19T09:00:00+02:00,544.55648,548.9666,540.09469,546.07891,NaN,NaN,509.2524712041095,NaN,NaN,NaN,NaN,NaN,544.92417,522.9250430509805,89.10913951503662,54.145166712040506,34.96397280299611
2012-01-20T09:00:00+02:00,548.68699,550.56621,543.52602,548.88551,NaN,NaN,513.1837015836985,NaN,NaN,NaN,NaN,NaN,547.9161825,523.7753682274509,96.08314624665493,59.740293272372085,36.34285297428285
2012-01-23T09:00:00+02:00,547.73238,554.5077,544.78961,551.86211,NaN,NaN,516.2570559253287,NaN,NaN,NaN,NaN,NaN,549.7229500000001,524.7527200549018,96.09207685147027,65.66140983596415,30.430667015506117
2012-01-24T09:00:00+02:00,550.52789,552.93551,542.2373,547.9084,NaN,NaN,516.2570559253287,NaN,NaN,NaN,NaN,NaN,548.402275,525.5804323372549,95.35178420886493,72.68620489683651,22.665579312028413
2012-01-25T09:00:00+02:00,550.4268,554.1882,547.45809,549.1868,NaN,NaN,518.8684000495163,NaN,NaN,NaN,NaN,NaN,550.3149725,526.4671539607842,93.68641157921175,79.15254907717247,14.533862502039284
2012-01-26T09:00:00+02:00,555.1393,572.66289,555.1393,569.58828,NaN,NaN,528.0989975445646,NaN,NaN,NaN,NaN,NaN,563.1324425,528.1618455372549,93.94325677726881,84.56679166830506,9.376465108963757
2012-01-27T09:00:00+02:00,567.4327,575.81859,566.56551,573.56719,NaN,NaN,536.1942382901082,NaN,NaN,NaN,NaN,NaN,570.8459975000001,529.9979139137255,93.94208613522946,88.85533505853553,5.086751076693929
2012-01-30T09:00:00+02:00,570.53879,578.4891,569.1659,578.11789,NaN,NaN,539.5325094610973,NaN,NaN,NaN,NaN,NaN,574.07792,531.9898307529412,94.69620971748628,91.61634676772624,3.0798629497600416
2012-01-31T09:00:00+02:00,582.36199,584.71898,569.04879,571.7134,NaN,NaN,541.3173365149876,NaN,NaN,NaN,NaN,NaN,576.96079,533.6909076627451,93.27768506075111,93.19708076122635,0.08060429952476511
2012-02-01T09:00:00+02:00,570.7966,593.34512,570.7966,592.15648,NaN,NaN,543.2964103634889,NaN,NaN,NaN,NaN,NaN,581.7737000000001,536.1530076235294,94.70718363622618,94.08889797282004,0.6182856634061409
2012-02-02T09:00:00+02:00,592.2707,600.89371,585.53238,600.51941,NaN,NaN,553.70764132714,NaN,NaN,NaN,NaN,NaN,594.80405,538.879346909804,95.38855334042773,94.71683935535916,0.6717139850685783
2012-02-03T09:00:00+02:00,598.72211,604.42828,596.28988,601.47961,NaN,NaN,562.362696694426,NaN,NaN,NaN,NaN,NaN,600.22997,541.5615350666665,95.19861305728253,94.62838603642192,0.5702270208606137
2012-02-06T09:00:00+02:00,599.17512,606.74871,595.28,606.74871,NaN,NaN,563.3769970249834,NaN,NaN,NaN,NaN,NaN,601.9881349999999,544.3791644627452,95.29963396140616,94.5491417474155,0.750492213990654
2012-02-07T09:00:00+02:00,608.73281,610.80371,603.80512,605.45871,NaN,NaN,571.3312158224851,NaN,NaN,NaN,NaN,NaN,607.2000875,547.0803915607843,97.33944662639882,94.7479079891689,2.591538637229931
2012-02-08T09:00:00+02:00,610.4616,613.08449,608.715,611.7825,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,611.0108975,549.9633116784314,97.26229473177284,95.10549630442499,2.1567984273478515
2012-02-09T09:00:00+02:00,612.61422,615.8757,600.12828,601.6252,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,607.56085,552.3956671843137,93.47889140347183,95.0590597670453,-1.5801683635734634
2012-02-10T09:00:00+02:00,598.07172,601.41691,589.88289,593.32109,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,595.6731525,554.4525212862744,88.12444825347953,94.4772959788703,-6.352847725390774
2012-02-13T09:00:00+02:00,598.06559,607.30359,598.06559,605.5748,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,602.2523925,556.9541259058823,85.11326443691533,93.5190014508132,-8.405737013897877
2012-02-14T09:00:00+02:00,605.3423,608.56059,595.00781,596.62129,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,601.3829975,559.0625601647058,80.28477437827988,92.21971038256609,-11.934936004286214
2012-02-15T09:00:00+02:00,602.9891,605.1248,595.3282,598.47641,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,600.4796275000001,561.204661717647,73.59524633941881,90.10851665288536,-16.51327031346655
2012-02-16T09:00:00+02:00,594.07648,600.34609,591.47199,600.30141,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,596.5489924999999,563.3814002196079,70.81379080825437,87.65104039966803,-16.837249591413666
2012-02-17T09:00:00+02:00,604.42129,611.11301,602.5727,611.11301,NaN,NaN,576.2361317402365,NaN,NaN,NaN,NaN,NaN,607.3050025,565.9309003607844,74.90539690066207,85.62171878400599,-10.716321883343923
2012-02-20T09:00:00+02:00,615.99031,617.7866,613.23391,614.4907,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,615.37538,568.5557892,76.51377160890533,83.74313254875591,-7.229360939850579
2012-02-21T09:00:00+02:00,614.53871,616.29809,607.59191,612.52828,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,612.7392475,571.0330929411765,79.59354442513525,81.96854232862954,-2.3749979034942896
2012-02-22T09:00:00+02:00,614.04371,616.23379,607.6827,608.5643,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,611.631125,573.2867009333331,80.04053250271011,80.24636610572327,-0.20583360301316134
2012-02-23T09:00:00+02:00,608.955,609.27211,596.40422,596.66621,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,602.824385,574.9990704078432,71.55433563837131,78.05391052921321,-6.499574890841899
2012-02-24T09:00:00+02:00,599.4625,601.64621,591.42789,597.37531,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,597.4779775,576.6782269254902,58.95869989152618,75.13733569301789,-16.17863580149171
2012-02-27T09:00:00+02:00,595.71969,596.3807,583.78711,588.2182,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,591.026425,577.9349732470588,42.968071627698336,70.92281641209618,-27.954744784397846
2012-02-28T09:00:00+02:00,592.35551,601.6623,591.26578,599.78488,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,596.2671174999999,579.581944337255,35.63921271977686,66.45826024624589,-30.819047526469028
2012-02-29T09:00:00+02:00,601.22789,609.43852,597.8591,607.2123,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,603.9344525,581.4586060392159,36.02903171111615,62.7016387834156,-26.672607072299456
2012-03-01T09:00:00+02:00,603.98691,610.22051,601.43289,607.25879,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,605.724775,583.2667081333333,44.974160940599454,60.11767579665011,-15.143514856050658
2012-03-02T09:00:00+02:00,605.20672,609.92762,604.54031,609.0241,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,607.1746875,585.072396345098,54.44947556566292,58.072083663150195,-3.622608097487273
2012-03-05T09:00:00+02:00,606.0884,606.0884,596.17602,596.8548,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,601.301905,586.330631309804,59.529904713276565,56.37369697358732,3.1562077396892434
2012-03-06T09:00:00+02:00,597.16512,597.51949,588.6268,591.4343,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,593.6864275,587.3200762352943,54.61772514823012,53.87611504589681,0.7416101023333113
2012-03-07T09:00:00+02:00,592.86641,597.1875,589.37699,594.7973,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,593.55705,588.389778172549,47.31467442599866,50.60352923822566,-3.288854812227001
2012-03-08T09:00:00+02:00,599.04469,605.1218,595.91289,596.7375,NaN,NaN,582.0923366353383,NaN,NaN,NaN,NaN,NaN,599.2042200000001,589.4733975137256,41.12558747204729,47.560654421593256,-6.435066949545963
